,SPX Equity,NVDA US Equity,AMD US Equity,IGLN LN Equity,MINE LN Equity,CBUK GY Equity,FXAC NA Equity,2899 HK Equity,AAPL US Equity,LLY US Equity,JNJ US Equity,PFE US Equity,OGN US Equity,3750 HK Equity,META US Equity,GOOGL US Equity,AIR FP Equity,BA US Equity,RR/ LN Equity,BA/ LN Equity,MDT US Equity,EMB US Equity,CBU0 LN Equity,PG US Equity,AMZN US Equity,NEXT US Equity,SO US Equity,JEMA LN Equity,EMIRATES UH Equity,KO US Equity,CON GR Equity,NFLX US Equity,SBUX US Equity,JGB1X SW Equity,USDCNY Equity,USDJPY Equity,USDHKD Equity,GBPUSD Equity,EURUSD Equity
,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
2014-01-10,3046.814,0.3933,4.17,24.7138,,,,1.69,19.0336,51.93,94.74,29.0926,,,57.94,28.282,55.28,141.9,425.185,434.0,59.95,108.79,124.35,80.3,19.883,,41.39,520.0,,40.13,105.854,47.449,38.835,,6.052,104.18,7.7543,1.6483,1.367
2014-01-13,3058.221,0.384,4.13,24.855,,,,1.7,19.1332,52.07,94.5,28.9504,,,55.91,28.102,55.78,140.7,427.244,429.7,59.25,108.88,124.71,80.01,19.549,,41.27,519.0,6.594,39.53,106.536,48.116,37.56,,6.0437,103.0,7.7544,1.6383,1.3671
2014-01-14,3125.629,0.396,4.3,24.6988,,,,1.71,19.5139,52.44,94.72,29.3864,,,57.74,28.763,56.1,140.01,425.871,428.2,59.41,108.98,124.56,80.87,19.877,,41.1,516.0,6.508,39.69,106.97,48.28,37.73,,6.0409,104.22,7.7543,1.644,1.3679
2014-01-15,3139.11,0.4003,4.47,24.645,,,,1.69,19.9057,53.41,94.8,29.557,,,57.6,28.743,56.64,140.62,427.587,436.6,59.33,109.0,124.08,80.79,19.794,,41.08,519.5,6.633,39.76,108.287,47.197,38.095,,6.046,104.56,7.7542,1.6371,1.3605
2014-01-16,3173.332,0.4015,4.38,24.67,,,,1.69,19.7946,55.3,94.64,29.5476,,,57.19,28.934,56.99,140.21,427.93,441.0,59.11,109.1,124.68,80.56,19.79,,41.24,517.0,6.642,39.71,109.864,47.383,37.645,,6.0562,104.35,7.7547,1.6354,1.362
2014-01-17,3184.74,0.3998,4.18,24.8925,,,,1.68,19.3096,55.16,95.06,29.4717,,,56.3,28.791,57.03,140.46,428.96,444.4,59.51,109.16,124.7,79.88,19.981,,41.16,514.0,,39.28,109.978,47.149,37.45,,6.0496,104.32,7.7551,1.6424,1.3541
2014-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.729,,,,,,,,,,
2014-01-20,3161.925,,,24.9513,,,,1.7,,,,,,,,,57.01,,428.617,444.1,,,124.79,,,,,511.5,6.834,,109.777,,,,6.0526,104.18,7.7566,1.6429,1.3552
2014-01-21,3121.481,0.4013,4.17,24.6525,,,,1.7,19.6096,55.59,94.03,29.6044,,,58.51,29.121,57.0,141.67,427.587,437.5,59.37,108.93,124.725,80.18,20.353,,41.65,509.25,6.69,39.92,108.701,46.959,36.825,,6.0504,104.3,7.7571,1.6477,1.3561
2014-01-22,3123.555,0.4008,3.67,24.6425,,,,1.7,19.6968,55.6,94.32,29.6424,,,57.51,29.154,57.1,144.37,423.469,434.0,59.15,108.6,124.57,79.23,20.227,,41.6,510.75,6.729,39.9,109.617,47.676,36.8,,6.0513,104.52,7.758,1.6575,1.3547
2014-01-23,3060.295,0.3993,3.62,25.0263,,,,1.68,19.8636,55.15,92.74,29.3959,,,56.63,29.031,54.9,141.31,413.174,437.2,58.71,108.14,124.95,78.24,19.994,,41.43,496.25,7.065,39.24,108.44,55.531,36.695,,6.0517,103.26,7.7588,1.6637,1.3696
2014-01-24,2984.592,0.389,3.47,25.1613,,,,1.71,19.5025,54.12,90.61,28.5238,,,54.45,28.123,52.78,136.65,402.193,430.0,57.16,107.55,125.78,79.18,19.38,,41.22,489.5,,38.84,105.633,55.154,37.49,,6.0484,102.31,7.7627,1.6482,1.3678
2014-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.873,,,,,,,,,,
2014-01-27,2921.332,0.3865,3.41,25.0225,,,,1.76,19.6607,54.13,89.94,28.1162,,,53.55,27.557,52.76,137.36,406.311,432.3,56.96,107.43,125.57,78.47,19.314,,41.25,483.125,6.729,38.73,105.099,54.461,37.105,,6.048,102.55,7.7663,1.6585,1.3673
2014-01-28,2933.777,0.3903,3.54,24.88,,,,1.71,18.0893,54.23,90.1,28.8366,,,55.14,28.102,54.83,137.09,414.89,437.3,57.09,108.0299,125.4,79.11,19.722,,41.25,480.75,6.825,38.87,107.003,58.11,36.945,,6.0508,102.94,7.7652,1.6579,1.3671
2014-01-29,3011.555,0.3865,3.48,25.12,,,,1.7,17.8839,53.91,88.9,28.5427,,,53.53,27.7,53.56,129.78,409.399,431.6,56.36,107.75,125.775,77.64,19.21,,40.89,485.0,6.969,37.9,106.068,57.203,35.78,,6.0558,102.29,7.764,1.6563,1.3663
2014-01-30,3017.777,0.393,3.48,24.655,,,,1.68,17.8494,53.27,89.5,29.2158,,,61.08,28.412,53.2,126.53,402.879,436.0,57.01,107.54,125.77,76.87,20.151,,40.89,485.0,6.921,38.17,108.808,57.81,35.955,,6.0598,102.72,7.7672,1.6485,1.3555
2014-01-31,3028.147,0.3925,3.43,24.6413,,,,,17.8786,54.01,88.47,28.8176,,,62.57,29.553,52.61,125.26,407.34,429.1,56.56,107.28,126.28,76.62,17.935,,41.24,474.625,,37.82,106.536,58.476,35.56,,,102.04,7.765,1.6439,1.3486
2014-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.979,,,,,,,,,,
2014-02-03,2973.184,0.3873,3.33,25.1013,,,,,17.9118,52.66,86.78,29.0072,,,61.48,28.363,51.98,123.08,399.791,423.8,54.71,106.69,126.805,75.7,17.307,,41.25,476.5,6.921,37.2,105.219,57.769,34.485,,,100.98,7.7673,1.6305,1.3525
2014-02-04,2974.221,0.3895,3.37,24.8563,,,,1.61,18.1711,53.1,86.62,29.8035,,,62.75,28.482,52.16,122.04,398.075,415.8,53.6,107.4,126.685,76.09,17.398,,41.0,476.625,6.969,37.48,104.096,57.987,35.325,,,101.64,7.7637,1.6325,1.3519
2014-02-05,2948.295,0.386,3.31,24.98,,,,1.6,18.3068,52.72,87.28,29.0546,,,62.19,28.608,51.12,121.4,399.791,419.1,54.73,107.72,126.45,76.45,17.322,,40.82,481.0,7.017,37.61,102.893,57.774,35.245,,,101.45,7.7617,1.6309,1.3533
2014-02-06,2978.369,0.391,3.41,24.955,,,,1.57,18.3039,52.72,88.75,29.2347,,,62.16,29.027,52.2,122.67,404.938,426.3,54.75,107.93,126.13,76.9,17.729,,40.91,489.0,7.017,38.03,105.526,58.273,36.18,,,102.11,7.7596,1.6322,1.359
2014-02-07,2975.258,0.3968,3.47,25.075,,,,1.64,18.56,53.21,90.04,29.595,,,64.32,29.465,52.51,127.02,403.909,429.1,55.59,108.6,126.47,77.31,18.054,,41.1,494.75,,37.95,106.054,61.426,37.0175,,6.0634,102.3,7.7586,1.6411,1.3635
2014-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.969,,,,,,,,,,
2014-02-10,2951.407,0.398,3.63,25.325,,,,1.61,18.8925,53.97,91.07,29.832,,,63.548,29.352,52.45,127.16,408.027,430.8,55.81,108.42,126.46,78.03,18.044,,41.28,504.0,7.065,38.57,106.749,61.491,37.4,,6.06,102.26,7.7574,1.6403,1.3646
2014-02-11,2965.925,0.4063,3.7,25.6088,,,,1.74,19.1414,54.51,92.97,30.2206,,,64.851,29.783,53.6,130.16,413.517,435.9,56.47,108.49,126.05,78.84,18.09,,41.69,510.0,7.075,38.64,109.443,61.999,37.25,,6.0609,102.63,7.7562,1.645,1.3638
2014-02-12,2983.555,0.4208,3.69,25.6575,,,,1.76,19.14,53.32,92.42,29.9647,,,64.45,29.696,53.24,128.13,415.233,439.5,56.43,108.48,125.61,77.49,17.463,,41.61,502.0,7.498,38.51,110.552,61.276,36.955,,6.0619,102.53,7.7569,1.6596,1.3593
2014-02-13,2965.925,0.434,3.7,25.7725,,,,1.81,19.4439,53.48,92.56,30.05,,,67.33,30.027,52.13,129.5,358.611,425.8,56.6,108.47,126.1,77.8,17.86,,42.23,499.25,7.738,38.65,111.949,62.364,37.345,,6.0636,102.17,7.7558,1.6659,1.3681
2014-02-14,3014.666,0.4478,3.69,26.1775,,,,1.82,19.4282,54.2,92.76,30.2775,,,67.09,30.099,53.2,130.16,351.747,431.9,56.88,108.53,126.04,79.4,17.868,,42.52,495.0,,38.93,112.678,62.216,37.515,,6.0684,101.8,7.7555,1.6747,1.3693
2014-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.055,,,,,,,,,,
2014-02-17,3038.518,,,26.3813,,,,1.81,,,,,,,,,52.7,,345.227,436.9,,,126.06,,,,,493.0,8.171,,112.852,,,,6.0638,101.92,7.7551,1.6714,1.3707
2014-02-18,3048.888,0.4475,3.7,26.2463,,,,1.8,19.4996,55.25,92.17,30.2206,,,67.3,30.301,52.98,130.63,335.104,437.6,56.19,108.54,126.42,77.97,17.682,,42.54,491.0,8.161,37.47,112.491,62.407,36.985,,6.0675,102.36,7.7544,1.6684,1.3759
2014-02-19,3076.888,0.4535,3.72,26.2,,,,1.8,19.1918,58.09,91.64,29.8414,,,68.06,30.088,52.84,128.39,343.168,436.8,56.2,108.39,126.56,78.14,17.369,,42.17,481.0,8.036,37.1,111.983,61.176,36.66,,6.0766,102.31,7.7551,1.668,1.3733
2014-02-20,3121.481,0.4695,3.69,26.0975,,,,1.76,18.9696,58.05,92.38,29.9078,,,69.63,30.132,52.57,129.56,346.6,400.4,57.0,108.24,125.89,77.92,17.49,,42.4,474.0,8.074,37.3,112.484,62.136,36.775,,6.0842,102.28,7.7556,1.6651,1.3719
2014-02-21,3140.147,0.466,3.69,26.2175,,,,1.73,18.7589,57.96,91.52,29.8225,,,68.59,30.124,52.38,128.28,341.452,411.3,57.12,108.72,126.01,77.97,17.338,,42.35,473.75,,37.18,112.718,61.747,36.28,,6.0915,102.51,7.7553,1.6616,1.3746
2014-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.074,,,,,,,,,,
2014-02-24,3162.962,0.4728,3.71,26.5775,,,,1.75,18.8411,58.03,91.11,30.3249,,,70.78,30.342,53.07,129.59,339.736,417.5,57.6,109.36,126.04,77.86,17.589,,42.12,474.5,7.959,37.5,113.219,63.857,36.28,,6.0978,102.51,7.7584,1.6656,1.3735
2014-02-25,3176.444,0.4685,3.69,26.6425,,,,1.75,18.645,58.48,91.11,30.2301,,,69.85,30.53,53.11,126.78,335.961,410.9,57.45,109.46,126.42,78.12,17.916,,42.17,477.5,8.074,37.77,115.358,64.719,35.275,,6.1245,102.24,7.7608,1.6681,1.3745
2014-02-26,3160.888,0.4678,3.7,26.3213,,,,1.75,18.4768,58.66,91.11,30.3249,,,69.26,30.534,53.97,126.61,329.956,409.9,57.81,109.45,126.46,77.86,17.99,,42.0,469.0,7.738,37.87,115.324,64.113,35.89,,6.1239,102.38,7.7613,1.6671,1.3687
2014-02-27,3197.184,0.4625,3.71,26.475,,,,1.71,18.8454,59.54,91.36,30.5524,,,68.94,30.51,53.78,128.56,340.594,411.1,58.3,109.96,126.925,78.19,18.007,,42.01,456.5,8.065,38.07,115.358,64.604,36.095,,6.1286,102.13,7.7616,1.6688,1.371
2014-02-28,3215.851,0.4595,3.71,26.2925,,,,1.69,18.7943,59.61,92.12,30.4386,,,68.46,30.421,53.39,128.92,342.825,410.9,59.26,110.54,126.63,78.66,18.105,,42.35,453.75,,38.2,117.162,63.661,35.48,,6.1427,101.8,7.7602,1.6745,1.3802
2014-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.074,,,,,,,,,,
2014-03-03,3114.221,0.4573,3.67,26.8813,,,,1.74,18.8486,59.03,91.56,30.3154,,,67.41,30.096,51.7,128.22,343.168,409.5,59.04,109.12,127.355,77.48,17.989,,42.05,418.5,8.026,38.12,112.15,63.656,35.235,,6.146,101.45,7.762,1.6667,1.3735
2014-03-04,3173.332,0.462,3.7,26.57,,,,1.78,18.9729,59.85,93.34,30.9885,,,68.8,30.402,53.36,130.23,356.208,420.4,59.65,109.84,126.785,78.45,18.195,,42.33,440.0,7.853,38.31,117.263,64.997,35.83,,6.143,102.21,7.7612,1.6664,1.3743
2014-03-05,3170.221,0.466,3.71,26.6088,,,,1.74,19.0129,59.43,92.59,31.0453,,,71.57,30.486,52.75,128.79,351.747,417.6,59.64,109.96,126.645,77.82,18.619,,42.22,435.0,7.834,38.35,116.126,64.786,35.65,,6.1286,102.3,7.7609,1.6722,1.3733
2014-03-06,3171.258,0.4595,3.73,26.78,,,,1.74,18.9554,58.72,92.89,30.7704,,,70.84,30.52,52.96,128.86,356.552,413.5,59.77,109.74,126.15,78.06,18.608,,42.04,431.0,7.873,38.47,122.208,64.359,36.345,,6.1187,103.07,7.7608,1.674,1.3861
2014-03-07,3111.11,0.459,3.95,26.5788,,,,1.73,18.9443,58.59,93.32,30.742,,,69.8,30.399,51.31,128.54,352.09,405.2,59.91,109.55,125.66,78.38,18.603,,42.1,426.25,,38.55,119.101,64.053,36.535,,6.1285,103.28,7.7608,1.6713,1.3875
2014-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.863,,,,,,,,,,
2014-03-10,3111.11,0.4523,3.81,26.6413,,,,1.7,18.9614,58.9,93.45,30.7041,,,72.03,30.319,50.49,126.89,357.924,402.7,60.07,109.33,125.74,78.53,18.527,,42.16,431.0,8.007,38.65,115.625,62.85,36.78,,6.1392,103.27,7.7613,1.6645,1.3877
2014-03-11,3107.999,0.4568,3.85,26.6775,,,,1.7,19.1461,58.43,93.49,30.7325,,,70.1,30.029,50.36,125.67,361.013,406.9,60.26,109.12,125.83,78.95,18.441,,42.05,429.0,8.074,38.8,115.993,62.497,37.515,,6.1402,103.02,7.7624,1.6617,1.386
2014-03-12,3057.184,0.458,3.91,27.165,,,,1.68,19.1646,59.2,93.6,30.3154,,,70.88,30.212,50.1,124.43,354.836,400.9,59.83,109.14,126.17,79.24,18.532,,42.63,419.75,7.738,38.47,113.286,62.369,37.815,,6.1457,102.76,7.766,1.6619,1.3903
2014-03-13,2992.888,0.4435,3.86,27.2488,,,,1.68,18.9518,58.34,93.0,29.5002,,,68.83,29.755,50.11,121.89,346.6,392.0,59.03,108.93,126.795,79.19,18.575,,43.16,408.0,7.498,37.97,109.343,61.437,37.215,,6.137,101.84,7.7652,1.6624,1.3868
2014-03-14,2979.407,0.4455,3.85,27.3375,,,,1.68,18.7389,58.87,92.81,29.6044,,,67.72,29.348,49.96,123.11,354.493,388.1,58.86,109.16,126.965,78.98,18.687,,43.49,402.0,,38.17,110.88,60.641,37.135,,6.15,101.36,7.7672,1.6647,1.3914
2014-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.93,,,,,,,,,,
2014-03-17,3040.592,0.4455,3.8,27.2213,,,,1.67,18.8121,58.87,93.93,29.7846,,,68.74,29.831,50.36,125.42,359.297,396.5,59.22,109.28,126.775,79.84,18.752,,43.52,406.0,7.863,38.27,114.021,60.389,37.09,,6.1775,101.77,7.7667,1.6637,1.3922
2014-03-18,3010.518,0.456,3.89,27.0013,,,,1.65,18.9786,59.4,93.94,30.268,,,69.19,30.311,50.55,124.04,363.758,407.8,59.85,109.6,126.765,79.77,18.938,,43.45,428.5,7.93,38.4,114.656,60.036,37.3,,6.195,101.44,7.7669,1.6593,1.3934
2014-03-19,3004.295,0.4639,3.98,26.6275,,,,1.64,18.9736,59.05,93.59,30.0595,,,68.24,30.01,51.33,122.24,368.219,413.5,59.85,109.5,126.54,78.78,18.662,,42.79,426.25,8.113,38.14,114.79,60.013,37.955,,6.1942,102.32,7.7656,1.6541,1.3833
2014-03-20,3006.369,0.4643,4.05,26.4163,,,,1.6,18.8821,58.57,94.12,30.2491,,,66.97,29.958,52.5,123.73,369.592,417.1,59.58,109.43,125.67,78.32,18.449,,42.79,429.5,7.978,38.45,114.489,60.61,38.4775,,6.2286,102.39,7.7642,1.6504,1.3779
2014-03-21,3001.184,0.4635,4.04,26.5088,,,,1.66,19.0311,57.78,95.93,30.505,,,67.24,29.605,51.9,122.58,370.621,411.0,58.83,109.28,125.865,77.88,18.031,,42.92,420.0,,38.44,113.754,57.999,38.355,,6.225,102.25,7.7581,1.6486,1.3794
2014-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.084,,,,,,,,,,
2014-03-24,2927.555,0.4613,4.05,26.02,,,,1.64,19.2568,57.4,95.2,29.8509,,,64.1,28.976,51.18,123.42,370.965,403.5,58.15,109.68,126.0,79.3,17.593,,43.18,415.75,7.93,38.4,111.648,54.129,37.885,,6.1888,102.24,7.7576,1.6498,1.3839
2014-03-25,2967.999,0.4613,4.05,26.0288,,,,1.64,19.4639,57.21,97.38,30.1637,,,64.89,28.996,52.01,124.02,377.142,411.5,59.0,109.97,126.01,79.81,17.736,,43.43,422.25,7.93,38.62,114.389,52.977,37.305,,6.2002,102.26,7.7563,1.6529,1.3826
2014-03-26,3007.407,0.4508,4.05,25.8713,,,,1.66,19.2779,57.48,97.05,30.505,,,60.385,28.327,52.86,123.53,369.592,411.1,59.29,110.29,126.08,79.5,17.171,,43.15,427.5,,38.61,114.255,53.183,36.77,,6.2089,102.04,7.7582,1.6583,1.3781
2014-03-27,2972.147,0.4448,3.91,25.7013,,,,1.63,19.195,57.53,97.28,30.4292,,,60.97,27.884,52.2,123.21,369.935,410.5,59.17,111.05,126.42,79.65,16.924,,43.4,428.0,7.93,38.82,115.391,52.026,36.7,,6.2143,102.18,7.7582,1.6611,1.374
2014-03-28,2955.555,0.4475,3.88,25.67,,,,1.66,19.1736,57.61,97.44,30.2206,,,60.01,28.031,52.6,124.46,369.592,407.4,60.41,110.99,126.06,79.76,16.915,,43.37,422.25,,38.95,115.291,51.267,36.85,,6.2128,102.83,7.7577,1.6638,1.3752
2014-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.998,,,,,,,,,,
2014-03-31,2997.036,0.4478,4.01,25.5588,,,,1.65,19.1693,58.86,98.23,30.4481,,,60.24,27.89,51.99,125.49,368.562,414.2,61.54,111.42,125.92,80.6,16.818,,43.94,433.25,7.94,38.66,116.628,50.29,36.69,,6.2168,103.23,7.7568,1.6662,1.3769
2014-04-01,3038.518,0.4662,4.07,25.435,,,,1.65,19.3446,58.82,97.94,30.287,,,62.62,28.4,52.87,128.21,376.798,414.3,61.61,111.63,125.85,80.34,17.15,,43.5,434.625,8.151,38.41,118.098,52.099,37.005,,6.2068,103.65,7.7564,1.663,1.3793
2014-04-02,3075.851,0.4633,4.06,25.6775,,,,1.66,19.3768,59.15,98.23,30.6093,,,62.72,28.405,52.49,128.31,375.083,413.4,61.86,111.04,125.35,80.13,17.098,,43.29,430.75,8.555,38.33,119.602,51.84,36.835,,6.2055,103.88,7.7562,1.6626,1.3767
2014-04-03,3058.221,0.4683,4.0,25.555,,,,1.7,19.2425,58.97,98.26,30.7135,,,59.49,28.575,53.12,128.78,375.083,407.2,62.31,110.93,125.49,80.1,16.681,,43.31,431.125,8.651,38.07,118.733,50.67,36.545,,6.2115,103.93,7.7569,1.6598,1.372
2014-04-04,3096.592,0.4538,4.01,25.8913,,,,1.71,18.9936,59.01,98.42,30.486,,,56.749,27.263,54.0,127.38,371.651,410.7,61.57,111.6,126.18,79.77,16.15,,43.7,436.0,,38.22,118.332,48.187,35.775,,6.2123,103.29,7.757,1.6575,1.3705
2014-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.651,,,,,,,,,,
2014-04-07,3081.036,0.4553,3.88,25.7825,,,,1.71,18.6954,58.62,97.89,29.576,,,56.95,27.032,53.32,125.59,367.19,405.6,61.62,111.33,126.49,80.49,15.888,,44.21,430.0,8.642,38.62,115.492,48.286,35.215,,,103.1,7.7553,1.6608,1.3742
2014-04-08,3069.629,0.4715,3.99,25.9975,,,,1.69,18.6943,58.58,98.06,29.2632,,,58.19,27.876,51.35,124.15,361.699,401.2,61.0,111.85,126.4,81.35,16.354,,44.71,426.25,9.228,38.9,113.854,49.841,35.74,,6.1967,101.81,7.7542,1.6747,1.3797
2014-04-09,3100.74,0.471,3.98,25.9025,,,,1.72,18.94,60.43,98.95,29.6044,,,62.41,28.352,51.02,126.88,366.847,404.3,61.4,111.93,126.37,81.49,16.59,,44.37,423.0,9.324,38.99,114.683,50.433,36.24,,6.2,102.0,7.7535,1.6793,1.3855
2014-04-10,3111.11,0.4595,3.85,26.2325,,,,1.89,18.6957,58.66,96.54,29.0167,,,59.16,27.335,50.07,123.64,363.758,405.5,60.1,112.46,127.21,81.09,15.856,,44.3,429.0,9.603,38.89,112.283,47.819,35.11,,6.2125,101.53,7.753,1.6785,1.3886
2014-04-11,2990.814,0.453,3.65,26.1875,,,,1.98,18.5575,58.45,96.87,28.3058,,,58.53,26.888,49.815,122.07,354.493,398.6,59.2,112.28,127.235,80.76,15.587,,44.57,432.75,,38.63,110.546,46.673,34.365,,6.2106,101.62,7.7528,1.6733,1.3885
2014-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.564,,,,,,,,,,
2014-04-14,2962.814,0.458,3.71,26.3675,,,,1.92,18.6314,58.95,97.14,28.3152,,,58.89,27.26,49.005,123.25,349.688,395.6,58.08,112.06,127.095,80.81,15.796,,44.65,414.25,9.516,38.73,110.479,47.369,34.655,,6.2177,101.85,7.7534,1.6729,1.3821
2014-04-15,2909.925,0.4613,3.79,25.82,,,,1.87,18.4986,59.42,99.2,28.3342,,,59.09,27.435,49.06,124.27,346.257,391.9,58.05,111.67,127.315,80.84,15.804,,45.25,396.75,9.036,40.18,107.271,46.61,34.445,,6.221,101.92,7.754,1.673,1.3815
2014-04-16,2932.74,0.4622,3.76,25.835,,,,1.89,18.5361,59.96,98.75,28.5238,,,59.72,28.195,50.59,126.04,350.718,376.0,58.49,111.99,127.035,81.65,16.184,,45.82,412.0,9.036,40.59,113.587,47.344,35.395,,6.222,102.23,7.7542,1.6797,1.3816
2014-04-17,2976.295,0.464,3.69,25.7925,,,,1.89,18.7479,60.43,98.96,28.6755,,,58.94,27.167,51.33,127.92,358.954,389.1,58.55,112.11,126.62,81.76,16.246,,45.12,409.0,8.747,40.72,115.492,49.391,35.075,,6.2187,102.39,7.7544,1.6794,1.3814
2014-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2243,102.43,7.7544,1.6794,1.3813
2014-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.988,,,,,,,,,,
2014-04-21,,0.4678,4.12,,,,,,18.9704,60.86,100.0,29.2537,,,61.24,26.969,,127.82,,,58.94,112.31,,81.56,16.544,,45.16,,9.036,40.75,,49.784,35.24,,6.2273,102.62,7.7538,1.6792,1.3793
2014-04-22,3012.592,0.4718,4.3,25.43,,,,1.88,18.9892,60.03,100.18,29.3864,,,63.03,27.275,51.37,127.55,363.758,392.0,58.3,112.2,126.11,81.25,16.466,,45.34,415.0,9.084,40.71,117.53,53.271,35.5745,,6.237,102.62,7.753,1.6824,1.3805
2014-04-23,3035.407,0.4773,4.25,25.4838,,,,1.87,18.7411,59.56,100.22,29.3106,,,61.36,26.876,50.94,130.63,353.463,395.4,58.38,112.06,126.685,80.36,16.229,,45.22,413.0,9.516,40.73,116.862,50.5,35.195,,6.238,102.54,7.7527,1.6782,1.3817
2014-04-24,3077.925,0.4815,4.28,25.595,,,,1.89,20.2775,58.68,99.96,29.1115,,,60.87,26.722,50.88,129.86,353.806,396.4,58.34,111.95,126.45,81.15,16.857,,45.68,404.25,9.612,40.7,116.294,49.153,35.545,,6.2504,102.32,7.7532,1.6802,1.3831
2014-04-25,3072.74,0.4683,4.05,25.8388,,,,1.87,20.4264,58.5,99.79,29.1494,,,57.71,26.155,50.4,128.66,356.208,401.9,58.21,111.55,126.885,81.41,15.192,,46.26,400.0,,41.01,113.52,46.011,35.725,,6.2529,102.16,7.7534,1.6803,1.3834
2014-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.536,,,,,,,,,,
2014-04-28,3057.184,0.4662,3.96,25.6913,,,,1.9,21.2175,58.97,101.34,30.3723,,,56.14,26.149,50.4,127.04,351.747,401.0,58.73,111.59,126.52,82.94,14.829,,46.68,402.0,9.516,41.03,112.25,44.887,35.465,,6.2526,102.49,7.753,1.6807,1.3851
2014-04-29,3046.814,0.4673,4.03,25.7788,,,,1.88,21.1546,59.62,101.03,30.1069,,,58.15,26.817,50.09,128.37,350.375,399.2,58.8,112.03,126.5,82.44,15.019,,46.36,405.0,9.612,40.57,112.751,45.696,35.32,,6.258,102.64,7.7535,1.6827,1.3812
2014-04-30,3006.369,0.4618,4.09,25.6525,,,,1.89,21.0746,59.1,101.29,29.6518,,,59.78,26.744,49.49,129.02,360.326,400.0,58.82,112.17,126.93,82.55,15.207,,45.83,393.5,9.42,40.79,112.885,46.006,35.31,,6.2593,102.24,7.7528,1.6873,1.3867
2014-05-01,3029.184,0.4643,4.2,25.455,,,,,21.1243,59.52,100.53,29.5286,,,61.15,26.926,,128.46,356.895,401.2,59.21,111.73,127.275,82.34,15.394,,45.22,397.125,9.372,40.78,,48.074,35.56,,,102.33,7.7527,1.6893,1.387
2014-05-02,3061.332,0.4608,4.12,25.8475,,,,1.86,21.1636,59.08,99.31,29.1494,,,60.46,26.694,49.25,129.94,352.09,401.1,58.77,111.99,127.42,81.92,15.401,,44.18,397.75,,40.95,111.047,48.664,35.3,,,102.2,7.7526,1.687,1.3869
2014-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.468,,,,,,,,,,
2014-05-05,,0.4658,4.09,,,,,1.88,21.4629,58.88,100.0,28.4006,,,61.22,26.767,49.135,131.96,,,59.05,112.03,,81.7,15.503,,44.49,,9.516,40.76,110.546,49.197,35.46,,6.245,102.14,7.7522,1.6866,1.3875
2014-05-06,3051.999,0.4563,4.01,25.9363,,,,,21.2289,58.56,99.51,27.8981,,,58.53,26.129,48.845,130.83,356.552,397.4,59.2,112.39,127.48,81.13,14.869,,44.35,400.0,9.555,40.49,110.713,46.599,34.79,,6.2263,101.68,7.752,1.6975,1.3928
2014-05-07,3011.555,0.4569,3.97,25.7525,,,,1.88,21.1546,59.15,100.91,27.5095,,,57.39,25.9,48.555,130.35,345.913,404.5,59.32,113.29,127.655,82.09,14.635,,44.86,409.0,9.805,40.91,111.348,45.791,34.87,,6.2348,101.9,7.7527,1.6952,1.391
2014-05-08,3018.814,0.4625,3.93,25.555,,,,1.82,20.9996,59.5,100.5,27.6517,,,56.76,26.008,48.595,130.57,347.629,405.6,59.43,113.77,127.995,82.16,14.416,,44.2,410.0,9.805,40.73,110.947,45.951,34.79,,6.2273,101.66,7.7518,1.6932,1.384
2014-05-09,3012.592,0.4513,3.87,25.545,,,,1.84,20.9122,59.36,100.91,27.519,,,57.24,26.331,48.66,131.1,343.511,405.0,60.17,113.55,127.78,82.39,14.612,,43.67,411.75,,40.87,109.811,46.936,35.145,,6.2273,101.86,7.7517,1.6851,1.3758
2014-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.487,,,,,,,,,,
